date,datatype,station,value,fl_miss,fl_cmiss,country,indicator
2012-04-01T00:00:00,TPCP,GHCND:BGM00041891,3169,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041907,381,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041923,2238,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041936,829,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041943,2669,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041950,1730,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041978,2262,0,0,Bangladesh,TPCP
2012-04-01T00:00:00,TPCP,GHCND:BGM00041992,1710,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041859,1149,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041883,87,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041891,1606,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041907,500,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041923,723,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041936,175,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041943,874,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041950,277,0,0,Bangladesh,TPCP
2012-05-01T00:00:00,TPCP,GHCND:BGM00041978,2283,0,0,Bangladesh,TPCP
